"","std","samp.depth"
"1917",0.943461707163166,10
"1918",0.979419605688704,10
"1919",1.08642749041689,10
"1920",1.00137224974986,10
"1921",1.01717650524691,9
"1922",1.15905609595096,9
"1923",0.901072996325091,10
"1924",0.782607849399661,10
"1925",1.03298946655519,9
"1926",1.02770489697093,8
"1927",0.94394391128819,10
"1928",0.890801434538822,10
"1929",1.17794584135325,10
"1930",1.16575494350064,10
"1931",1.23383465209981,10
"1932",1.0018647820202,10
"1933",1.03556922114454,10
"1934",0.847000233861926,9
"1935",0.723090326603754,10
"1936",0.853797125287811,10
"1937",1.04360680632447,10
"1938",0.960111967828137,10
"1939",0.693151173911013,10
"1940",0.867298320718111,10
"1941",1.11975055037725,10
"1942",1.07902952286486,10
"1943",1.00811768335398,10
"1944",1.01417257453134,10
"1945",0.980592956782547,10
"1946",0.949335780593449,10
"1947",1.27030290500474,10
"1948",1.23286062512594,10
"1949",1.1549548438285,10
"1950",0.925920383949089,10
"1951",0.925674841672158,10
"1952",0.610475125968288,10
"1953",0.895262449190879,10
"1954",0.966748554572947,10
"1955",1.04370507580442,10
"1956",0.920029141200458,10
"1957",0.866967288732547,10
"1958",0.962072920631322,10
"1959",1.1339817958383,10
"1960",1.10001092859163,10
"1961",1.01765171434675,10
"1962",0.9845661971509,10
"1963",1.1053673268448,10
"1964",0.989631473055431,10
"1965",1.02034591957686,10
"1966",1.07431806169232,10
"1967",0.924694913695584,10
"1968",0.964389420899758,10
"1969",1.1335229469614,10
"1970",0.96061565846892,10
"1971",0.833948084489808,10
"1972",0.938860395347144,10
"1973",0.8614595004942,10
"1974",0.918534799689389,10
"1975",1.0879319781836,10
"1976",1.10590743106,10
"1977",1.12993598518738,10
"1978",0.779860142737398,10
"1979",0.849316145901485,10
"1980",0.862375703257349,10
"1981",1.08814736601483,10
"1982",1.19018006185005,10
"1983",1.07847505841557,10
"1984",1.00413044562474,10
"1985",0.967129542025991,10
"1986",0.955689488391181,10
"1987",0.9657592733341,10
"1988",1.03367609705072,10
"1989",1.04643391628571,10
"1990",0.962052961360315,10
"1991",0.988407183308476,10
"1992",1.03774037261195,10
"1993",1.12184581684003,10
"1994",0.877467151863823,10
"1995",0.943006840668385,9
"1996",0.899498757654862,10
"1997",0.931285039948273,9
"1998",1.04793818490156,10
"1999",1.03417326466246,10
"2000",0.867611178957418,10
"2001",1.00810794515354,10
"2002",0.979399271621344,10
"2003",0.811206859986141,10
"2004",0.993839567961749,10
"2005",1.2484342634047,10
"2006",1.00506993408434,10
"2007",1.17050066093865,10
"2008",0.935147859071133,9
"2009",1.06526306781043,10
"2010",1.16461390079868,10
"2011",0.665134276321464,10
"2012",0.616834311370429,10
"2013",0.8891720244218,10
"2014",1.02089107239861,10
"2015",1.23339248858303,10
"2016",0.995945517130393,10
"2017",1.10842886261331,10
