"","std","samp.depth"
"1917",0.990998849193021,10
"1918",0.991525298411077,10
"1919",1.05563709059214,10
"1920",0.934637496088492,10
"1921",1.01127932469643,9
"1922",1.03517450565256,9
"1923",0.928574216465196,10
"1924",1.02017209662274,10
"1925",0.98009369411666,9
"1926",1.00869758624964,8
"1927",0.98585608981816,10
"1928",1.01482239177019,10
"1929",0.993351335992315,10
"1930",1.01923326622775,10
"1931",1.02953584273433,10
"1932",0.986538355332663,10
"1933",1.03283085327973,10
"1934",1.00661454502563,9
"1935",0.924492850658059,10
"1936",1.03455608384432,10
"1937",1.02830854317128,10
"1938",0.955452908208517,10
"1939",1.03013956369396,10
"1940",0.993058202181575,10
"1941",0.936650432066047,10
"1942",1.02804716003108,10
"1943",0.990349755432541,10
"1944",0.964897825170256,10
"1945",1.02706301929927,10
"1946",1.00202150031949,10
"1947",1.01690612086199,10
"1948",1.02289621340916,10
"1949",0.992590140809641,10
"1950",0.953438164980577,10
"1951",1.01023100547751,10
"1952",0.943900690294245,10
"1953",1.03880535724431,10
"1954",1.01553377054004,10
"1955",1.00730265707933,10
"1956",1.00953343570471,10
"1957",0.93145834478144,10
"1958",1.05914174215394,10
"1959",0.986545052393564,10
"1960",1.05286919925261,10
"1961",0.930861095173014,10
"1962",1.0566633814417,10
"1963",1.03605642613612,10
"1964",0.990500449421624,10
"1965",0.95213127346558,10
"1966",1.01454665631048,10
"1967",0.937156930258316,10
"1968",0.940836041961974,10
"1969",1.03909615139895,10
"1970",0.997716872871279,10
"1971",0.992269871944975,10
"1972",1.00623270338938,10
"1973",1.0059278203798,10
"1974",0.995952609069101,10
"1975",0.958534876347604,10
"1976",1.01530077551445,10
"1977",1.06461325191138,10
"1978",0.958507295126167,10
"1979",1.04191452912071,10
"1980",1.0422565074174,10
"1981",0.960693360439822,10
"1982",0.993501412465649,10
"1983",1.02685324098544,10
"1984",0.990645049283949,10
"1985",0.99204749285037,10
"1986",0.99063317225858,10
"1987",0.981313168240583,10
"1988",1.0277338017715,10
"1989",1.02165269923043,10
"1990",0.968261259370548,10
"1991",0.979542593607302,10
"1992",1.0026014599587,10
"1993",0.92411235934636,10
"1994",1.01675087629492,10
"1995",0.930045754620325,9
"1996",1.07227827664124,10
"1997",1.00468011872153,9
"1998",0.996311111710067,10
"1999",0.98811743778045,10
"2000",1.04063178006441,10
"2001",0.970250575935729,10
"2002",1.0289309989975,10
"2003",0.956897284964918,10
"2004",0.979030913858987,10
"2005",1.06938048607362,10
"2006",0.993117662465156,10
"2007",1.03481486799492,10
"2008",0.913689440145886,9
"2009",1.01694137704795,10
"2010",1.05158337402888,10
"2011",0.999155444109777,10
"2012",0.98984510434633,10
"2013",1.02486889168147,10
"2014",0.962975899014541,10
"2015",0.994118775409026,10
"2016",0.962587330380721,10
"2017",1.02182484900563,10
